Aoc_bl,Boc_bl,Aoc_do,Afp_do,boc_do,bfp_do,Ao1_alpha,Ao2_alpha,Bo1_alpha,Bo2_alpha,Aoc_bl2,Boc_bl2
0.48419789,-0.203221652,-0.19041592,0.84883034,0.494575914,-2.655827013,0.288198438,0.195999452,-0.051356559,-0.151865093,-2.108054003,-3.661244733
0.634677723,-0.257667841,-0.002582807,1.091879973,0.319721922,2.412852652,0.318158486,0.316519237,-0.087642892,-0.170024949,-1.602416373,-3.30798686
0.413134566,-0.094734043,-0.223529027,-0.165613811,1.179998776,-1.035940897,0.252741067,0.160393499,0.008526006,-0.103260049,-2.412353963,-4.534215054
0.600686952,0.256562781,0.381657514,-0.205480548,0.184626051,1.177761175,0.185715132,0.41497182,0.104597304,0.151965477,-1.576526862,-3.380392249
0.582050951,0.066452231,0.61174307,-6.000748308,0.871827064,1.045045416,0.112992658,0.469058293,0.004258689,0.062193542,-1.457648492,-5.550330374
0.318904785,0.067405164,1.225240028,-2.45937567,0.353220874,-0.719577424,-0.035915061,0.354819846,0.021798127,0.045607037,-2.062096718,-5.969640362
-0.219367879,0.154869965,1.235869052,-0.553560113,1.171942865,-1.719191117,0.025871047,-0.245238926,-0.013314393,0.168184357,-2.799977319,-3.55914146
-0.368623635,0.170997605,0.42530231,-0.628816547,-1.023043681,-0.28783272,-0.105923576,-0.262700059,0.172967812,-0.001970207,-2.522843747,-3.509169776
0.060225608,0.009120108,-0.992167602,0.292299356,7.413841357,-2.807224318,0.059989753,0.000235855,-0.029247462,0.03836757,-5.627147572,-6.062967205
0.241226504,-0.065025994,0.822750464,0.514974333,-2.37287725,-1.418786346,0.021378643,0.219847861,-0.109662348,0.044636354,-3.020227275,-4.267396325
0.199138469,-0.093128391,-1.107549942,187.7168886,0.620089669,1.199604493,0.209847134,-0.010708665,-0.017690219,-0.075438172,-3.120151133,-5.115352417
-0.14720852,-0.012556444,1.185158821,-0.620295938,15.66532945,1.786383522,0.013628478,-0.160836998,0.092072198,-0.104628642,-3.647573405,-3.941223094
-0.238923512,-0.187071338,0.317571455,-3.011863016,0.44548609,3.787387079,-0.081524112,-0.1573994,-0.05186683,-0.135204509,-3.460286715,-3.864642064
-0.360688822,-0.350229261,0.459129079,-0.456215805,0.196846713,-0.45744285,-0.097543048,-0.263145775,-0.140643891,-0.20958537,-2.541345647,-2.753465049
-0.417318827,-0.160826815,-0.486273651,-0.377191459,0.328383509,0.331228735,-0.310124989,-0.107193839,-0.054006971,-0.106819845,-2.228702605,-4.245593211
-0.075763218,-0.139919651,-2.969700765,0.299797716,0.882323699,1.352087219,-0.150378651,0.074615434,-0.008232613,-0.131687038,-3.569100127,-4.050753498
-0.000257156,-0.032704914,-857.3472113,1.027570548,-0.775476796,-1.834970081,-0.110364592,0.110107436,-0.029033408,-0.003671506,-3.717114723,-7.062751133
0.440845006,-0.252616093,-0.057944339,1.702140901,0.526859123,-1.619113699,0.233194739,0.207650267,-0.0597615,-0.192854593,-2.32791911,-3.199947821
0.028862322,-0.092272117,-2.835944464,-0.289968143,0.211939525,-8.44968727,0.055357132,-0.02649481,-0.036358004,-0.055914113,-5.581639097,-5.415234977
-0.543397508,0.156686421,-0.014045288,-2.370902598,0.888503487,-1.60348938,-0.275514841,-0.267882667,0.008734995,0.147951426,-1.912778265,-3.81826291
-0.047350981,-0.039165295,-8.817021931,-4.292669187,-1.935297908,-0.3929616,-0.232422809,0.185071828,-0.057480904,0.018315609,-2.42733296,-5.615904611
0.268259469,0.19875858,0.684560323,-0.216875838,0.834683501,-1.306165192,0.04230984,0.225949629,0.016429036,0.182329544,-2.940423266,-3.395792743
0.611775808,0.242199513,0.105132889,-1.193554424,0.862362593,-16.39842039,0.273729025,0.338046783,0.016667856,0.225531656,-1.664933674,-2.973142449
0.123061328,-0.110355322,1.265880789,0.427078158,-1.427745199,-2.097995009,-0.016359821,0.139421149,-0.133957302,0.02360198,-3.926837163,-3.989897402
-0.245227608,0.05904743,-0.093958713,0.631324578,3.905608571,-1.335575618,-0.134134439,-0.111093169,-0.08578436,0.14483179,-3.495494659,-3.563650303
-0.266381334,-0.102641706,0.152944929,-0.496042922,-0.40787223,1.01077454,-0.11281983,-0.153561504,-0.072253204,-0.030388502,-3.315677255,-5.092281477
-0.032818741,0.043195492,-1.15714733,-0.613965661,1.651997763,0.737777049,-0.035397429,0.002578689,-0.014081682,0.057277174,-6.676939129,-5.661019473
-0.281225744,0.336505797,0.662575027,-0.599923042,0.519329678,-0.595801729,-0.047446295,-0.23377945,0.080874175,0.255631622,-2.866389958,-2.632643721
-0.298789119,-0.038581179,0.326923397,1.404212916,0.867630703,-7.163402825,-0.100553983,-0.198235136,-0.002553482,-0.036027697,-3.007637405,-6.64192377
-0.251143724,0.326686044,1.026693357,0.877518558,0.20075401,0.684800976,0.003351935,-0.254495659,0.130551255,0.196134789,-2.736769543,-2.891147319
-0.257743597,0.314120325,0.146113898,-0.006743527,-0.575661517,-0.490697257,-0.110041838,-0.147701759,0.247473654,0.066646671,-3.383602608,-2.72288487
-0.184954868,0.387487025,-2.342274355,0.426396112,-0.32450405,3.011421611,-0.309084956,0.124130088,0.256614067,0.130872958,-2.198749638,-2.489173615
0.575807708,0.385944461,0.196479223,1.79894824,-1.389553367,12.44189471,0.231336728,0.344470979,0.461117443,-0.075172982,-1.759232624,-1.521975383
0.853304835,-0.235358124,0.08962701,14.62926868,0.817019125,-1.322357072,0.388412837,0.464891998,-0.021533018,-0.213825106,-1.002423127,-3.075103524
0.386075198,0.005129175,-0.588377291,-0.14089953,2.01239182,-9.583194197,0.306616538,0.079458659,-0.002596367,0.007725543,-2.299316638,-9.619435082
0.081324007,-0.283126871,1.367874046,-0.133850451,-0.455664469,-26.96616144,-0.014958496,0.096282503,-0.206068863,-0.077058008,-4.657087153,-3.028207678
-0.051765042,-0.260925534,2.214284363,0.288639451,-0.16969468,0.509287442,0.031428741,-0.083193783,-0.152601604,-0.108323929,-4.839757563,-3.351798164
-0.055819157,-0.440479879,6.004261709,1.308502961,-0.489823737,-2.481089597,0.139666836,-0.195485993,-0.32811869,-0.112361189,-2.852123849,-2.117875459
0.05172006,-0.392286137,-2.767724063,-1.693144716,-0.140945725,-0.114930433,0.097433458,-0.045713398,-0.223788595,-0.168497541,-4.458217341,-2.545003761
0.070091236,-0.262524087,1.021617805,0.084631246,-0.145499752,-1.371150804,-0.000757609,0.070848845,-0.150360639,-0.112163449,-5.294298877,-3.347022857
0.261531475,-0.062406721,0.140529143,-1.364758798,1.561660228,-1.686454014,0.11238934,0.149142134,0.017525686,-0.079932407,-3.355992493,-5.006194264
0.466751372,0.031963001,0.40943381,0.189555569,-7.623149883,-0.091129329,0.13782379,0.328927582,0.137810874,-0.105847873,-2.062083066,-3.50005875
0.268491754,0.244097811,1.442565418,-1.489060825,-1.08151539,-0.318283413,-0.059412583,0.327904337,0.254046676,-0.009948864,-2.197764742,-2.73894208
-0.041816621,0.094693547,1.532914826,-1.184054972,0.55770721,-0.467955827,0.011142349,-0.05295897,0.020941137,0.073752411,-5.833160972,-5.136547337
-0.311988223,-0.453542809,0.184353406,2.814382985,-0.571976078,-0.585533726,-0.127236065,-0.184752157,-0.356479223,-0.097063586,-2.989305452,-1.991439628
-0.79055711,-0.483866921,-0.225290613,-5.952396075,-0.564325558,0.401785359,-0.484331103,-0.306226007,-0.378462696,-0.105404226,-1.113672166,-1.868570993
-0.190364356,-0.066770252,-0.249514191,3.7301688,-2.137662822,0.844907396,-0.118931482,-0.071432874,-0.104751269,0.037981017,-3.950381742,-4.388818773
-0.171302149,-0.039346838,0.705537903,-1.5824526,-1.394163542,1.297984818,-0.025220995,-0.146081154,-0.047101383,0.007754545,-3.817813334,-6.084161929
-0.336960866,-0.363395315,-0.167859486,0.124071533,0.140103419,-4.109594299,-0.196761472,-0.140199394,-0.156241195,-0.207154121,-2.840936995,-2.698236405
-0.180939052,-0.197359616,-0.648067043,0.347268641,1.558876598,-0.552386962,-0.149099844,-0.031839208,0.055149835,-0.252509451,-3.761686789,-2.706014368
0.324719091,0.224907814,0.618370904,0.245728085,-1.084574217,1114.28364,0.061961126,0.262757964,0.234418515,-0.009510701,-2.61892828,-2.899649784
0.158613771,0.645747536,0.574618929,0.677252566,0.242616127,-0.672550187,0.033735648,0.124878123,0.244539385,0.401208151,-4.090394005,-1.510645207
-0.261918065,0.645353809,-0.94518576,0.454947311,0.699210032,-0.289828913,-0.254739645,-0.00717842,0.097057976,0.548295833,-2.734232742,-1.171026312
0.285473238,0.118538848,0.228941969,0.574458019,2.458001126,-1.266875742,0.110058216,0.175415021,-0.086414887,0.204953734,-3.149274188,-3.006316776
0.728670348,0.397772369,-0.058343543,-1.730519147,-0.212704515,-1.782304773,0.385591779,0.343078569,0.241190174,0.156582195,-1.322816684,-2.492648332
0.265701951,0.160290902,-0.5171631,0.558334173,-0.876430489,7.90871531,0.201556598,0.064145353,0.150387368,0.009903534,-3.106894283,-3.784754417
0.013398785,-0.120692702,-2.924837258,0.009597342,2.373938198,-9.43860804,0.026294025,-0.01289524,0.082912157,-0.203604859,-7.061299378,-3.029715945
-0.696281305,-0.396038073,0.036952959,0.682385652,0.978296939,-1.306150702,-0.335275825,-0.36100548,-0.004297619,-0.391740453,-1.415785643,-1.874191188
-0.655355119,0.042981595,-0.025696505,0.922738175,-12.0944704,35.9505653,-0.336097728,-0.319257391,0.28141061,-0.238429016,-1.537643136,-1.994803915
-0.392088252,0.103753206,0.344427284,-4.76777833,-3.994204784,0.073632795,-0.12852118,-0.263567072,0.25908238,-0.155329173,-2.453578982,-2.394143173
0.170263146,0.173667437,-0.794791224,0.002961815,0.592147913,0.245652068,0.1527934,0.017469746,0.035415313,0.138252124,-3.744349245,-3.893795435
0.032869481,0.351655834,-1.58879143,0.438939852,0.719893241,-0.902965941,0.042546115,-0.009676634,0.049250588,0.302405246,-6.26389856,-2.365795925
0.202354468,0.156119747,0.794730899,-0.373962928,1.217367253,16.63914291,0.02076856,0.181585908,-0.01696766,0.173087407,-3.399056425,-3.498353244
0.222013264,-0.18349911,0.429831982,-0.629656449,0.387965033,0.044531962,0.063292431,0.158720833,-0.056153936,-0.127345174,-3.53364703,-3.944026809
0.05198969,-0.160095784,7.091992705,-0.523214582,-0.201603814,0.522919574,-0.158360408,0.210350098,-0.096185852,-0.063909932,-2.668947056,-4.317273322
-0.127823745,-0.262100907,-1.783667742,-0.878404489,0.109420272,-0.020376516,-0.177909417,0.050085673,-0.116710877,-0.14539003,-3.37669009,-3.359296909
-0.177409332,-0.503235033,0.833638946,-1.334522713,-0.210890645,2.143019475,-0.014757002,-0.16265233,-0.304681297,-0.198553736,-3.624082858,-2.023028854
0.144821456,-0.509727134,-1.079275168,0.173185363,-0.28756917,-1.974323583,0.150561828,-0.005740373,-0.328154472,-0.181572663,-3.785310355,-1.961452383
-0.089846948,-0.395886583,-1.71250366,-0.982483862,-0.081993754,-0.850718895,-0.121855088,0.03200814,-0.214173405,-0.181713178,-4.143124172,-2.539701734
-0.077741778,0.091147345,-0.286887595,0.1489893,0.061970081,-0.255218534,-0.050022465,-0.027719313,0.042749468,0.048397877,-5.722779593,-5.479870064
0.078463464,0.376999071,-4.187345467,5.38129285,0.469725288,-1.275610572,0.203508546,-0.125045082,0.099956537,0.277042534,-2.86379213,-2.44479547
-0.323140965,0.250558864,1.445085158,0.484923837,0.552533693,4.686336499,0.071912624,-0.395053589,0.056058325,0.194500539,-1.824869008,-3.194842073
-0.126225524,0.251943672,-0.039868497,-0.420392625,0.207049813,-3.798789773,-0.065628973,-0.060596551,0.099889391,0.152054281,-4.830929138,-3.408270491
-0.04067066,0.159065598,-1.219655758,0.100966316,-1.903813717,-0.981535644,-0.045137432,0.004466772,0.230948432,-0.071882835,-6.186341483,-2.838654678
0.133742408,0.227387475,2.561144198,-0.902194552,-1.811134379,0.207287938,-0.104395592,0.238138,0.319608374,-0.092220899,-2.694026791,-2.201345195
0.28141668,0.323270102,0.448224657,-0.13122454,-0.479569642,0.040316495,0.077639393,0.203777288,0.239150315,0.084119788,-3.045909176,-2.744677698
0.213046166,0.43580758,-0.598202109,-0.017871547,-0.034004074,-0.652368643,0.170245416,0.04280075,0.225313407,0.210494174,-3.479740525,-2.353100498
0.019495746,0.257089565,14.14888391,0.200822313,0.229952208,0.082265296,-0.128173653,0.147669399,0.098985626,0.158103939,-3.26401084,-3.358281305
-0.408547171,0.109887325,-0.492906651,-0.286085591,3.116174794,0.511552396,-0.304961394,-0.103585776,-0.116270394,0.22615772,-2.265949785,-2.738517882
-0.115820177,0.091978942,0.413600107,-1.885390802,1.417640302,0.62909006,-0.03395847,-0.081861707,-0.019207056,0.111185998,-4.846666522,-4.363696683
-0.117103489,-0.141697858,-1.019564447,3.328122558,-1.20983271,3.045885953,-0.118249022,0.001145532,-0.156564281,0.014866423,-4.269831207,-3.699601347
-0.635708651,-0.309783335,-0.036239096,1.201053557,-0.968840347,-2.837099914,-0.329373079,-0.306335572,-0.304956964,-0.004826371,-1.597864603,-2.374918783
-0.34391007,-0.11095191,0.388291794,-1.428956521,-0.560742182,-1.783370626,-0.105186306,-0.238723764,-0.086583663,-0.024368247,-2.687465608,-4.817059539
0.398306954,-0.21831917,0.495641961,-0.496856306,-0.382510007,0.429763488,0.100444657,0.297862297,-0.150914219,-0.067404951,-2.314545563,-3.600190096
0.065859423,-0.321855725,-1.011189199,1.037684158,0.404426863,0.271979346,0.06622788,-0.000368457,-0.095844312,-0.226011413,-5.429276567,-2.808965758
0.006857814,-0.016691482,21.49086187,0.955447226,2.592893597,-0.267068675,-0.070261259,0.077119073,0.013293878,-0.02998536,-4.520461825,-6.83464517
0.236959988,-0.134352438,-0.492611207,0.490422223,0.162416804,0.259145094,0.176844567,0.060115421,-0.056265672,-0.078086766,-3.355616228,-4.681687494
0.428214396,-0.132254421,0.210757724,-1.563657587,-0.110150934,0.693709927,0.168982452,0.259231944,-0.073411185,-0.058843237,-2.345949171,-4.727142528
0.252133438,0.265739913,-1.212690057,0.06949487,-0.389185391,-0.979402813,0.278946575,-0.026813138,0.184581003,0.081158911,-2.544272828,-3.202586339
0.142528325,0.013221297,-5.954553212,-1.280970017,-9.285797141,0.378053068,0.495610409,-0.353082084,0.067995787,-0.054774491,-0.993450876,-4.876497146
0.056984489,-0.036317397,-4.306418604,-1.16348659,-0.131991968,0.191957024,0.151191776,-0.094207287,-0.020555501,-0.015761896,-3.45036769,-7.306792092
-0.074476802,-0.330346039,0.475147187,-0.681799684,-0.233874556,-1.358308867,-0.019544679,-0.054932122,-0.203802786,-0.126543253,-5.684117339,-2.855122507
-0.102305409,-0.39531746,-2.578898483,0.375811849,-1.005015222,43.76023337,-0.183070336,0.080764927,-0.396308763,0.000991302,-3.217933235,-1.851117079
-0.225944619,-0.614533249,-2.322601931,0.93794654,-0.61937878,0.728657522,-0.375362014,0.149417395,-0.497581051,-0.116952197,-1.81264282,-1.342221137
0.151437061,-0.07938752,2.688915442,4.431730377,-0.366896116,0.368860885,-0.127882196,0.279319257,-0.054257246,-0.025130274,-2.360499171,-5.633683979
-0.090724555,-0.002134217,0.175700554,0.779896006,18.47145755,-0.270566596,-0.0373921,-0.053332455,0.018643938,-0.020778155,-5.462597877,-7.15707838
0.034371929,-0.093444237,0.613982092,0.548071225,0.520384168,-0.289853696,0.00663409,0.027737839,-0.022408668,-0.071035569,-7.114288941,-5.194281647
-0.013557346,0.266702672,-3.857447359,0.098171995,0.834547305,0.061096951,-0.032927046,0.019369701,0.022063338,0.244639334,-6.529746538,-2.807839683
-0.281193787,0.305013804,-0.299947907,0.591514226,-0.079625678,-0.083039532,-0.182768638,-0.09842515,0.164650368,0.140363437,-3.144420583,-3.061623434
-0.128527804,0.21408883,0.721984826,2.080134892,1.191628462,-20.25617751,-0.01786634,-0.110661464,-0.020512757,0.234601587,-4.376826923,-2.89211708
-0.152554904,0.239788727,-1.311475075,1.622370099,1.451182511,-0.026716807,-0.17631343,0.023758525,-0.05409424,0.293882967,-3.452988917,-2.415827867
-0.016345114,0.096348285,-6.175519178,-2.052556505,0.979939017,0.434901786,-0.058642341,0.042297226,0.000966421,0.095381865,-5.253730402,-4.699630978
0.224759937,-0.13429763,0.58546476,-0.538108388,1.3913328,0.647418334,0.046585457,0.17817448,0.026277534,-0.160575163,-3.38385808,-3.631558474
-0.339306858,0.1216434,0.522669541,4.374205422,-0.912395435,-6.199424223,-0.080980749,-0.258326109,0.116315141,0.005328259,-2.613327555,-4.300807823
-0.047278065,-0.168237884,-0.651920542,0.559498865,0.588564177,0.0993081,-0.039049803,-0.008228262,-0.034609546,-0.133628338,-6.442392765,-3.96045968
0.007953402,-0.362029912,-22.86415204,-0.027415326,0.240954449,0.421295007,0.094900592,-0.086947191,-0.137398597,-0.224631315,-4.100406713,-2.668767923
0.112938078,-0.468193675,-3.199750848,-0.425063094,0.306477226,-0.591299122,0.237155894,-0.124217816,-0.162351488,-0.305842187,-2.635641393,-2.121118493
-0.058331237,-0.736461729,5.236576064,1.158806299,0.445629287,143.2852926,0.12356236,-0.181893597,-0.204136407,-0.532325322,-3.029228303,-1.123801116
-0.133277809,-0.575111082,0.946726963,1.124191047,0.143989592,2.702995694,-0.003550057,-0.129727752,-0.246150536,-0.328960546,-4.083885897,-1.779010324
-0.121112993,0.131164044,0.038533641,-0.394498857,-0.046070515,23.75421865,-0.058223034,-0.062889959,0.06860342,0.062560625,-4.913726129,-4.753639921
-0.195624956,0.333552834,-1.694715679,0.771452678,0.257557573,-3.213925452,-0.263576818,0.067951862,0.123821888,0.209730946,-2.602472085,-2.824826807
-0.519203493,0.451430123,-0.296006553,2.292589095,0.005488803,0.608395056,-0.336445564,-0.182757928,0.224476156,0.226953967,-1.920074242,-2.283786421
-0.207752926,0.233848679,-0.993104683,2.512551504,0.229208872,-0.285906145,-0.207036665,-0.000716261,0.090124243,0.143724435,-3.149706781,-3.548106107
-0.139541944,0.596137665,0.066714109,-0.041770832,0.236021237,-1.368852119,-0.065116264,-0.07442568,0.227718258,0.368419407,-4.627486384,-1.673504735
0.046937754,0.305591554,-4.878311813,-0.779500474,-0.030701153,-10.23231884,0.137957376,-0.091019622,0.157486783,0.14810477,-3.600253039,-3.063216785
0.009206342,-0.063606122,-5.02364691,0.475241768,-0.376748935,-0.198890716,0.027727878,-0.018521535,-0.04378483,-0.019821292,-6.801700783,-6.070509936
0.079730737,-0.006011771,-1.583631705,0.13039946,4.034409268,0.164834283,0.102997429,-0.023266693,0.009121087,-0.015132858,-4.496332868,-8.071874243
0.505326685,0.343121491,0.272578247,3.829962887,-0.870904104,0.000311209,0.183792812,0.321533873,0.320973703,0.022147788,-1.986579232,-2.268042204
0.214066658,-0.2499963,1.286422401,-0.030864627,0.201287916,-0.583240778,-0.030656743,0.244723401,-0.099837533,-0.150158767,-2.799682399,-3.426047964
-0.086990552,-0.384590453,2.619760628,0.428305203,0.311513338,-2.406408562,0.070451936,-0.157442488,-0.132392699,-0.252197755,-3.514871957,-2.511683563
0.047515858,-0.515624678,-7.951342134,0.091958666,-0.491782728,0.697379037,0.212665352,-0.165149493,-0.384599994,-0.131024684,-2.624156207,-1.80129707
-0.029150352,-0.45744885,-12.28536765,-0.646784354,0.120161314,2.484807223,-0.193636573,0.164486221,-0.201240598,-0.256208253,-2.740302162,-2.242992092
0.195376398,-0.178426793,2.156850491,0.00053364,0.878277097,0.742176201,-0.113010641,0.308387039,-0.010859314,-0.16756748,-2.226791668,-3.568547315
-0.224116368,0.122640722,-0.324825995,0.904054743,-0.408100706,-0.297605245,-0.148457595,-0.075658773,0.086345244,0.036295478,-3.584018393,-4.736092085
-0.112698212,0.114577766,-2.249810349,-1.694299213,1.783022354,0.229978117,-0.183123908,0.070425696,-0.044858476,0.159436242,-3.257249148,-3.596037843
-0.267227631,0.416186601,-0.607168668,1.507166533,0.210848551,4.738032296,-0.214739938,-0.052487693,0.164217129,0.251969471,-3.018628423,-2.402893061
0.012167641,0.205491016,-2.722651884,-0.229000783,0.351869643,-1.16004901,0.022647946,-0.010480305,0.066592483,0.138898533,-7.381339337,-3.741126411
0.537889735,0.188904798,-0.2425393,0.366615051,1.409615327,0.367107737,0.334174568,0.203715168,-0.03868915,0.227593949,-1.876190469,-2.931896704
0.496598446,-0.025834811,-0.144993097,1.841941755,-4.008505255,2.120037789,0.284300896,0.21229755,-0.064696893,0.038862082,-2.072289187,-5.168000002
0.32598675,-0.023487232,-0.045100023,0.056565805,-1.437797152,2.883937225,0.17034438,0.15564237,-0.028628554,0.005141322,-2.932912318,-7.074958954
0.115588888,0.110415446,1.822713079,1.336450335,-1.427417494,-1.807268445,-0.047548245,0.163137133,0.134012192,-0.023596747,-3.544794351,-3.989116052
0.12498865,0.070674684,1.946801092,-0.031943874,-1.791226933,0.002277948,-0.059169695,0.184158345,0.09863454,-0.027959857,-3.285674266,-4.555378036
-0.051583943,0.115381301,2.343267182,-0.046816311,-0.192946187,0.507106489,0.034645509,-0.086229452,0.068821842,0.04655946,-4.75183549,-4.975621132
0.14438351,-0.2304918,-0.903996179,9.6838764,0.220465182,0.845548663,0.137452826,0.006930684,-0.089838192,-0.140653608,-3.96640983,-3.580766555
0.218130462,-0.245310864,-1.556886021,-0.092853508,0.053721103,-1.021950353,0.278867364,-0.060736902,-0.116066247,-0.129244617,-2.507692552,-3.500723462
0.090979855,-0.332614096,-1.226509348,-0.149966146,0.371602462,-0.058493613,0.101283749,-0.010303894,-0.10450694,-0.228107157,-4.569362208,-2.765341839
-0.118892373,-0.241074667,0.856263119,-0.716132736,-0.988822018,0.642828394,-0.008544609,-0.110347763,-0.239727303,-0.001347364,-4.402258795,-2.856474888
-0.161083231,-0.177379993,-0.018053654,3.618581221,-0.725687393,1.520505174,-0.081995686,-0.079087545,-0.153051209,-0.024328784,-4.344489471,-3.729011594
-0.380562388,-0.173549675,-0.049284989,-1.176278345,1.628143276,-1.146286709,-0.199659201,-0.180903187,0.054507031,-0.228056705,-2.622931419,-2.900769843
-0.788083355,0.212966626,-0.20100984,-0.562519858,-1.565915645,-6.489270388,-0.473247932,-0.314835423,0.273227198,-0.060260573,-1.129839991,-2.547406438
-0.620113697,0.259486632,-0.25917171,-0.275538726,-0.950671988,-1.912591515,-0.390414812,-0.229698885,0.253086652,0.00639998,-1.583841791,-2.747407436
0.125332366,-0.052297703,-0.801154768,-0.623647667,2.541081179,-0.701475586,0.112871495,0.012460872,0.040297503,-0.092595206,-4.350896435,-4.585587105
0.25925408,0.022871632,-0.715651677,16.44442563,-3.290434895,-1.504609392,0.222394849,0.036859231,0.049064624,-0.026192992,-2.979503246,-5.778481198
0.217077936,0.197853203,-1.435172536,0.876737716,0.455953374,0.868532517,0.264311115,-0.047233178,0.053820684,0.144032519,-2.629821375,-3.744729114
0.100599701,0.377009892,-0.677821184,0.772635429,-0.154978997,0.126525296,0.084394155,0.016205546,0.217719254,0.159290638,-4.9083053,-2.620380304
-0.11469767,0.121919571,0.091682156,0.558894133,-0.744901853,2.415668807,-0.05209097,-0.0626067,0.106368842,0.015550728,-5.015687829,-4.460537017
-0.312131541,0.012820858,-0.775266216,0.849457298,-5.348215978,-0.257993885,-0.27705829,-0.035073251,0.040694787,-0.027873929,-2.551156344,-6.018621332
-0.243939942,-0.073876491,-0.213354537,-0.311731456,-2.04025318,-0.763621097,-0.147992818,-0.095947124,-0.112301618,0.038425127,-3.470299105,-4.262421696
-0.416484638,-0.321279729,-0.010120072,-0.93389984,-0.871168167,0.85941486,-0.210349746,-0.206134892,-0.300584201,-0.020695528,-2.444856171,-2.399325459
-0.585329503,-0.659154298,0.256766414,0.649201773,0.047780522,-0.175196421,-0.217518273,-0.36781123,-0.313829781,-0.345324517,-1.700461144,-1.524462068
-0.529370219,-0.049934462,0.60477412,2.813534893,4.390180163,0.147348962,-0.104610405,-0.424759814,0.084643411,-0.134577873,-1.653576671,-3.677911379
0.310016562,-0.615340961,-0.242623664,0.806943308,0.344243569,-1.797713613,0.192616958,0.117399604,-0.201756896,-0.413584065,-2.978207543,-1.552312942
0.545488587,-0.22474557,-0.369942063,2.264509954,1.587978084,-0.19355209,0.37364388,0.171844707,0.066072735,-0.290818305,-1.777026421,-2.419783254
0.601194283,0.188485951,0.047699391,-0.800372894,0.523554588,-0.863068549,0.286258841,0.314935442,0.044901633,0.143584318,-1.708548795,-3.788363358
0.6901362,0.523055274,0.47664082,0.43605882,0.318203294,0.209070011,0.180594558,0.509541642,0.178308681,0.344746592,-1.230155671,-1.892834522
-0.04895177,1.073227779,-3.535590072,-0.589753478,0.303151382,17.50000642,-0.11101258,0.062060811,0.373938647,0.699289132,-4.124267591,-0.463885738
0.07939588,1.027070413,3.267244792,-0.933520109,0.406314385,-1.083925079,-0.090004948,0.169400828,0.304878465,0.722191948,-3.30232452,-0.486926678
-0.680976402,0.232224052,-0.396365581,-0.805036181,2.079253032,0.371657766,-0.475446005,-0.205530397,-0.125314256,0.357538308,-1.315680653,-1.941160316
-1.12428235,-0.130404066,-0.274819623,1.494674729,-0.063339667,-1.019280903,-0.716628601,-0.407653749,-0.069331908,-0.061072158,-0.386047656,-4.763378193
-0.91774904,-0.333564725,-0.422996013,-5.507744518,-0.70580294,-7.600281063,-0.652976613,-0.264772428,-0.284497844,-0.049066881,-0.700206247,-2.484747675
-0.013110621,-0.285488652,10.28473085,-0.679502435,0.334858491,-0.180969253,0.060864296,-0.073974917,-0.094945176,-0.190543475,-4.691082071,-3.093975896
-0.118523265,0.435781479,-0.232789464,3.555652483,0.13218338,-0.500109052,-0.073057116,-0.045466149,0.189089205,0.246692274,-4.905665606,-2.337054335
0.189223377,0.525660712,-1.740800128,-46.34118577,-0.003198884,-0.069414431,0.259311727,-0.070088351,0.26367112,0.261989592,-2.628939404,-1.979335563
0.358702291,0.09255101,-0.874905432,1.180272518,2.339284347,-2.091873454,0.336266437,0.022435854,-0.06197606,0.15452707,-2.17526119,-3.585613832
0.42274099,-0.280163726,-0.167209386,3.811466097,0.011957391,-0.592844073,0.246713626,0.176027364,-0.138406849,-0.141756877,-2.387563126,-3.237766434
0.289138565,-0.37655454,0.211382006,-31.06652809,0.176289859,-0.20448408,0.114009938,0.175128628,-0.155085896,-0.221468643,-3.131132792,-2.615926978
0.448540408,-0.247899145,-0.113972401,-0.364360676,0.571856601,-0.30035518,0.249830818,0.19870959,-0.053068191,-0.194830954,-2.283754125,-3.19967795
0.493070506,-0.213402609,-0.151702256,-1.015827184,0.079174637,-0.943342029,0.283935207,0.209135299,-0.098253267,-0.115149341,-2.084600625,-3.776047554
-0.10621393,-0.481271303,1.286562534,0.542790857,0.091344425,1.341181304,0.015218466,-0.121432397,-0.218654926,-0.262616377,-4.201210968,-2.147486249
0.00514657,-0.35739051,26.69173635,0.973181192,0.281617392,-1.816591227,-0.066112163,0.071258733,-0.128371563,-0.229018947,-4.66188604,-2.674679216
0.054310409,-0.028298303,2.82626006,-1.312554926,9.811417243,0.263139143,-0.049592466,0.103902875,0.124674076,-0.152972379,-4.323363839,-3.245626095
-0.374561734,0.146880408,-0.348123765,0.334697597,-1.121588985,3.023985982,-0.252477787,-0.122083946,0.155809927,-0.00892952,-2.542753713,-3.714957765
-0.052885187,0.421106181,0.617912064,-0.110552002,-0.102198929,-1.221825361,-0.010103396,-0.042781791,0.232071391,0.18903479,-6.24901309,-2.412497257
-0.458749184,0.280874969,0.3268547,0.938226241,0.853936742,0.99568342,-0.154402428,-0.304346755,0.020512756,0.260362212,-2.150146815,-2.685175023
-0.408931651,0.149905607,-0.590606189,-2.166309924,2.131269846,1.076680182,-0.325224607,-0.083707043,-0.084791846,0.234697453,-2.182334753,-2.776234531
